id,product gcmd id,sds name,product,product version,processing level,measurements,keywords,time interval,spatial resolution,instrument,platform,platform instrument
GLDAS_NOAH025_M_2_0_SoilMoi40_100cm_inst,GES_DISC_GLDAS_NOAH025_M_V2.0,SoilMoi40_100cm_inst,GLDAS_NOAH025_M,2.0,4,Soil Moisture,Soil;moisture;content;40 - 100 cm underground,monthly,0.25 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH025_M_2_0_SoilTMP0_10cm_inst,GES_DISC_GLDAS_NOAH025_M_V2.0,SoilTMP0_10cm_inst,GLDAS_NOAH025_M,2.0,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH025_M_2_0_SoilTMP100_200cm_inst,GES_DISC_GLDAS_NOAH025_M_V2.0,SoilTMP100_200cm_inst,GLDAS_NOAH025_M,2.0,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH025_M_2_0_SoilTMP10_40cm_inst,GES_DISC_GLDAS_NOAH025_M_V2.0,SoilTMP10_40cm_inst,GLDAS_NOAH025_M,2.0,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH025_M_2_0_SoilTMP40_100cm_inst,GES_DISC_GLDAS_NOAH025_M_V2.0,SoilTMP40_100cm_inst,GLDAS_NOAH025_M,2.0,4,Soil Temperature,Soil;temperature,monthly,0.25 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH025_M_2_0_SWdown_f_tavg,GES_DISC_GLDAS_NOAH025_M_V2.0,SWdown_f_tavg,GLDAS_NOAH025_M,2.0,4,Incident Radiation,Downward;short-wave;radiation;flux,monthly,0.25 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH025_M_2_0_SWE_inst,GES_DISC_GLDAS_NOAH025_M_V2.0,SWE_inst,GLDAS_NOAH025_M,2.0,4,Snow/Ice,Snow;depth;water;equivalent,monthly,0.25 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH025_M_2_0_Swnet_tavg,GES_DISC_GLDAS_NOAH025_M_V2.0,Swnet_tavg,GLDAS_NOAH025_M,2.0,4,"Radiation, Net",Net;short-wave;radiation flux;flux,monthly,0.25 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH025_M_2_0_Tair_f_inst,GES_DISC_GLDAS_NOAH025_M_V2.0,Tair_f_inst,GLDAS_NOAH025_M,2.0,4,Air Temperature,Air;temperature,monthly,0.25 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH025_M_2_0_Tveg_tavg,GES_DISC_GLDAS_NOAH025_M_V2.0,Tveg_tavg,GLDAS_NOAH025_M,2.0,4,Evapotranspiration,Transpiration,monthly,0.25 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH025_M_2_0_Wind_f_inst,GES_DISC_GLDAS_NOAH025_M_V2.0,Wind_f_inst,GLDAS_NOAH025_M,2.0,4,Wind,Wind;speed,monthly,0.25 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_SoilTMP100_200cm_inst,GES_DISC_GLDAS_NOAH10_3H_V2.0,SoilTMP100_200cm_inst,GLDAS_NOAH10_3H,2.0,4,Soil Temperature,Soil;temperature,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_Rainf_f_tavg,GES_DISC_GLDAS_NOAH10_3H_V2.0,Rainf_f_tavg,GLDAS_NOAH10_3H,2.0,4,Precipitation,Total;precipitation;rate,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_SoilTMP40_100cm_inst,GES_DISC_GLDAS_NOAH10_3H_V2.0,SoilTMP40_100cm_inst,GLDAS_NOAH10_3H,2.0,4,Soil Temperature,Soil;temperature,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_Albedo_inst,GES_DISC_GLDAS_NOAH10_3H_V2.0,Albedo_inst,GLDAS_NOAH10_3H,2.0,4,Albedo,Albedo,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_Qsb_acc,GES_DISC_GLDAS_NOAH10_3H_V2.0,Qsb_acc,GLDAS_NOAH10_3H,2.0,4,Runoff,Baseflow-groundwater;Runoff,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_ECanop_tavg,GES_DISC_GLDAS_NOAH10_3H_V2.0,ECanop_tavg,GLDAS_NOAH10_3H,2.0,4,Evaporation,Canopy;Water;Evaporation,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_LWdown_f_tavg,GES_DISC_GLDAS_NOAH10_3H_V2.0,LWdown_f_tavg,GLDAS_NOAH10_3H,2.0,4,Incident Radiation,Downward;longwave;radiation;flux,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_SWdown_f_tavg,GES_DISC_GLDAS_NOAH10_3H_V2.0,SWdown_f_tavg,GLDAS_NOAH10_3H,2.0,4,Incident Radiation,Downward;shortwave;radiation;flux,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_Qle_tavg,GES_DISC_GLDAS_NOAH10_3H_V2.0,Qle_tavg,GLDAS_NOAH10_3H,2.0,4,Heat Flux,Latent;Heat;Net;Flux,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
GLDAS_NOAH10_3H_2_0_Tair_f_inst,GES_DISC_GLDAS_NOAH10_3H_V2.0,Tair_f_inst,GLDAS_NOAH10_3H,2.0,4,Air Temperature,Near;surface;air;temperature,3-hourly,1 deg.,Noah-LSM,Models/Analyses,GLDAS Model
NLDAS_NOAH0125_H_002_dswrfsfc,GES_DISC_NLDAS_NOAH0125_H_V002,dswrfsfc,NLDAS_NOAH0125_H,002,4,Incident Radiation,Surface;incident;shortwave;radiation;flux,hourly,0.125 deg.,NLDAS Noah Land Surface Model,NLDAS Noah Land Surface Model,NLDAS Model
FLDAS_NOAH01_B_EA_M_001_Evap_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Evap_tavg,FLDAS_NOAH01_B_EA_M,001,4,Evapotranspiration,Total;Evapotranspiration,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_LWdown_f_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,LWdown_f_tavg,FLDAS_NOAH01_B_EA_M,001,4,Incident Radiation,Downward;longwave;radiation;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Lwnet_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Lwnet_tavg,FLDAS_NOAH01_B_EA_M,001,4,"Radiation, Net",Net;longwave;radiation;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Psurf_f_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Psurf_f_tavg,FLDAS_NOAH01_B_EA_M,001,4,Air Pressure,Surface;pressure,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Qair_f_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Qair_f_tavg,FLDAS_NOAH01_B_EA_M,001,4,Atmospheric Moisture,Specific;humidity,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Qg_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Qg_tavg,FLDAS_NOAH01_B_EA_M,001,4,Heat Flux,Soil;heat;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Qh_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Qh_tavg,FLDAS_NOAH01_B_EA_M,001,4,Heat Flux,Sensible;heat;net;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Qle_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Qle_tavg,FLDAS_NOAH01_B_EA_M,001,4,Heat Flux,Latent;heat;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Qsb_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Qsb_tavg,FLDAS_NOAH01_B_EA_M,001,4,Runoff,Subsurface;runoff,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Qs_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Qs_tavg,FLDAS_NOAH01_B_EA_M,001,4,Surface Runoff,Surface;runoff,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_RadT_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,RadT_tavg,FLDAS_NOAH01_B_EA_M,001,4,Surface Temperature,Surface;radiative;temperature,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Rainf_f_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Rainf_f_tavg,FLDAS_NOAH01_B_EA_M,001,4,Precipitation,rainfall;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_SM01_Percentile,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,SM01_Percentile,FLDAS_NOAH01_B_EA_M,001,4,Soil Moisture,Soil;moisture;percentiles,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_SoilMoi00_10cm_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,SoilMoi00_10cm_tavg,FLDAS_NOAH01_B_EA_M,001,4,Soil Moisture,Soil;moisture;content;0 - 10 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_SoilMoi100_200cm_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,SoilMoi100_200cm_tavg,FLDAS_NOAH01_B_EA_M,001,4,Soil Moisture,Soil;moisture;content;100 - 200 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_SoilMoi10_40cm_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,SoilMoi10_40cm_tavg,FLDAS_NOAH01_B_EA_M,001,4,Soil Moisture,Soil;moisture;content;10 - 40 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_SoilMoi40_100cm_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,SoilMoi40_100cm_tavg,FLDAS_NOAH01_B_EA_M,001,4,Soil Moisture,Soil;moisture;content;40 - 100 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_SoilTemp00_10cm_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,SoilTemp00_10cm_tavg,FLDAS_NOAH01_B_EA_M,001,4,Soil Temperature,Soil;temperature;0 - 10 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_SoilTemp100_200cm_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,SoilTemp100_200cm_tavg,FLDAS_NOAH01_B_EA_M,001,4,Soil Temperature,Soil;temperature;100 - 200 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_SoilTemp10_40cm_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,SoilTemp10_40cm_tavg,FLDAS_NOAH01_B_EA_M,001,4,Soil Temperature,Soil;temperature;10 - 40 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_SoilTemp40_100cm_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,SoilTemp40_100cm_tavg,FLDAS_NOAH01_B_EA_M,001,4,Soil Temperature,Soil;temperature;40 - 100 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_SWdown_f_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,SWdown_f_tavg,FLDAS_NOAH01_B_EA_M,001,4,Incident Radiation,Downward;shortwave;radiation;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Swnet_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Swnet_tavg,FLDAS_NOAH01_B_EA_M,001,4,"Radiation, Net",Net;shortwave;radiation;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Tair_f_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Tair_f_tavg,FLDAS_NOAH01_B_EA_M,001,4,Air Temperature,Air;temperature,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_EA_M_001_Wind_f_tavg,GES_DISC_FLDAS_NOAH01_B_EA_M_V001,Wind_f_tavg,FLDAS_NOAH01_B_EA_M,001,4,Wind,Wind;speed,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Evap_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Evap_tavg,FLDAS_NOAH01_B_SA_M,001,4,Evapotranspiration,Total;evapotranspiration,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_LWdown_f_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,LWdown_f_tavg,FLDAS_NOAH01_B_SA_M,001,4,Incident Radiation,Downward;longwave;radiation;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Lwnet_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Lwnet_tavg,FLDAS_NOAH01_B_SA_M,001,4,"Radiation, Net",Net;downward;longwave;radiation,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Psurf_f_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Psurf_f_tavg,FLDAS_NOAH01_B_SA_M,001,4,Air Pressure,Surface;pressure,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Qair_f_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Qair_f_tavg,FLDAS_NOAH01_B_SA_M,001,4,Atmospheric Moisture,Specific;humidity,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Qg_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Qg_tavg,FLDAS_NOAH01_B_SA_M,001,4,Heat Flux,Soil;heat;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Qh_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Qh_tavg,FLDAS_NOAH01_B_SA_M,001,4,Heat Flux,Sensible;heat;net;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Qle_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Qle_tavg,FLDAS_NOAH01_B_SA_M,001,4,Heat Flux,Latent;heat;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Qsb_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Qsb_tavg,FLDAS_NOAH01_B_SA_M,001,4,Runoff,Subsurface;runoff,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Qs_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Qs_tavg,FLDAS_NOAH01_B_SA_M,001,4,Surface Runoff,Surface;runoff,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_RadT_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,RadT_tavg,FLDAS_NOAH01_B_SA_M,001,4,Surface Temperature,Surface;radiative;temperature,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Rainf_f_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Rainf_f_tavg,FLDAS_NOAH01_B_SA_M,001,4,Precipitation,rainfall;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_SM01_Percentile,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,SM01_Percentile,FLDAS_NOAH01_B_SA_M,001,4,Soil Moisture,Soil;moisture;percentiles,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_SoilMoi00_10cm_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,SoilMoi00_10cm_tavg,FLDAS_NOAH01_B_SA_M,001,4,Soil Moisture,Soil;moisture;content;0 - 10 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_SoilMoi100_200cm_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,SoilMoi100_200cm_tavg,FLDAS_NOAH01_B_SA_M,001,4,Soil Moisture,Soil;moisture;content;100 - 200 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_SoilMoi10_40cm_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,SoilMoi10_40cm_tavg,FLDAS_NOAH01_B_SA_M,001,4,Soil Moisture,Soil;moisture;content;10 - 40 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_SoilMoi40_100cm_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,SoilMoi40_100cm_tavg,FLDAS_NOAH01_B_SA_M,001,4,Soil Moisture,Soil;moisture;content;40 - 100 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_SoilTemp00_10cm_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,SoilTemp00_10cm_tavg,FLDAS_NOAH01_B_SA_M,001,4,Soil Temperature,Soil;temperature;0 - 10 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_SoilTemp100_200cm_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,SoilTemp100_200cm_tavg,FLDAS_NOAH01_B_SA_M,001,4,Soil Temperature,Soil;temperature;100 - 200 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_SoilTemp10_40cm_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,SoilTemp10_40cm_tavg,FLDAS_NOAH01_B_SA_M,001,4,Soil Temperature,Soil;temperature;10 - 40 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_SoilTemp40_100cm_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,SoilTemp40_100cm_tavg,FLDAS_NOAH01_B_SA_M,001,4,Soil Temperature,Soil;temperature;40 - 100 cm underground,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_SWdown_f_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,SWdown_f_tavg,FLDAS_NOAH01_B_SA_M,001,4,Incident Radiation,Downward;shortwave;radiation;flux,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Swnet_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Swnet_tavg,FLDAS_NOAH01_B_SA_M,001,4,"Radiation, Net",Net;downward;shortwave;radiation,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Tair_f_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Tair_f_tavg,FLDAS_NOAH01_B_SA_M,001,4,Air Temperature,Air;temperature,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_SA_M_001_Wind_f_tavg,GES_DISC_FLDAS_NOAH01_B_SA_M_V001,Wind_f_tavg,FLDAS_NOAH01_B_SA_M,001,4,Wind,Wind;speed,monthly,0.1 deg.,Model,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Evap_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Evap_tavg,FLDAS_NOAH01_B_WA_M,001,4,Evapotranspiration,Total;evapotranspiration,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_LWdown_f_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,LWdown_f_tavg,FLDAS_NOAH01_B_WA_M,001,4,Incident Radiation,Downward;longwave;radiation;flux,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Lwnet_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Lwnet_tavg,FLDAS_NOAH01_B_WA_M,001,4,"Radiation, Net",Net;longwave;radiation;flux,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Psurf_f_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Psurf_f_tavg,FLDAS_NOAH01_B_WA_M,001,4,Air Pressure,Surface;pressure,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Qair_f_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Qair_f_tavg,FLDAS_NOAH01_B_WA_M,001,4,Atmospheric Moisture,Specific;humidity,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Qg_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Qg_tavg,FLDAS_NOAH01_B_WA_M,001,4,Heat Flux,Soil;heat;flux,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Qh_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Qh_tavg,FLDAS_NOAH01_B_WA_M,001,4,Heat Flux,Sensible;net;heat;flux,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Qle_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Qle_tavg,FLDAS_NOAH01_B_WA_M,001,4,Heat Flux,Latent;heat;net;flux,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Qsb_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Qsb_tavg,FLDAS_NOAH01_B_WA_M,001,4,Runoff,Subsurface;runoff,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Qs_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Qs_tavg,FLDAS_NOAH01_B_WA_M,001,4,Surface Runoff,Surface;runoff,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_RadT_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,RadT_tavg,FLDAS_NOAH01_B_WA_M,001,4,Surface Temperature,Surface;radiative;temperature,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_Rainf_f_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,Rainf_f_tavg,FLDAS_NOAH01_B_WA_M,001,4,Precipitation,rainfall;flux,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_SM01_Percentile,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,SM01_Percentile,FLDAS_NOAH01_B_WA_M,001,4,Soil Moisture,Soil;moisture;percentiles,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_SoilMoi00_10cm_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,SoilMoi00_10cm_tavg,FLDAS_NOAH01_B_WA_M,001,4,Soil Moisture,Soil;moisture;content;0 - 10 cm underground,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_SoilMoi100_200cm_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,SoilMoi100_200cm_tavg,FLDAS_NOAH01_B_WA_M,001,4,Soil Moisture,Soil;moisture;content;100 - 200 cm underground,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_SoilMoi10_40cm_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,SoilMoi10_40cm_tavg,FLDAS_NOAH01_B_WA_M,001,4,Soil Moisture,Soil;moisture;content;10 - 40 cm underground,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_SoilMoi40_100cm_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,SoilMoi40_100cm_tavg,FLDAS_NOAH01_B_WA_M,001,4,Soil Moisture,Soil;moisture;content;40 - 100 cm underground,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_SoilTemp00_10cm_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,SoilTemp00_10cm_tavg,FLDAS_NOAH01_B_WA_M,001,4,Soil Temperature,Soil;temperature;0 - 10 cm underground,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_SoilTemp100_200cm_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,SoilTemp100_200cm_tavg,FLDAS_NOAH01_B_WA_M,001,4,Soil Temperature,Soil;temperature;100 - 200 cm underground,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_SoilTemp10_40cm_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,SoilTemp10_40cm_tavg,FLDAS_NOAH01_B_WA_M,001,4,Soil Temperature,Soil;temperature;10 - 40 cm underground,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
FLDAS_NOAH01_B_WA_M_001_SoilTemp40_100cm_tavg,GES_DISC_FLDAS_NOAH01_B_WA_M_V001,SoilTemp40_100cm_tavg,FLDAS_NOAH01_B_WA_M,001,4,Soil Temperature,Soil;temperature;40 - 100 cm underground,monthly,0.1 deg.,Models/Analyses,Models/Analyses,FLDAS Model
